delivery_id,order_id,delivery_status,delivery_time,rider_id
1642,687,Delivered,16:28:00,12
1643,4147,In Transit,19:31:39,41
1644,4575,Failed,13:06:35,7
1645,2421,In Transit,14:30:07,48
1646,6215,In Transit,23:58:23,50
1647,1263,Failed,17:36:32,15
1648,867,Failed,20:18:20,49
1649,7599,Failed,18:06:53,28
1650,9370,Failed,14:29:54,17
1651,7033,Returned,19:38:54,38
1652,5730,In Transit,22:55:27,49
1653,1038,Picked Up,16:34:09,49
1654,7873,Returned,19:02:14,36
1655,5458,Cancelled,22:02:11,45
1656,6138,Returned,11:30:40,18
1657,6298,Cancelled,13:52:11,6
1658,6032,Failed,21:03:23,38
1659,5606,Picked Up,21:34:48,28
1660,9934,Failed,12:55:04,16
1661,7942,Cancelled,14:06:41,39
1662,8910,Failed,10:32:18,40
1663,1220,Delivered,15:56:21,44
1664,7060,Returned,19:37:14,19
1665,7569,Failed,12:41:40,31
1666,8869,Failed,20:24:54,8
1667,9091,In Transit,10:11:53,21
1668,956,Delivered,19:54:13,23
1669,8034,In Transit,13:28:20,40
1670,5586,Returned,10:13:18,40
1671,4656,Picked Up,11:23:22,2
1672,7802,Picked Up,19:31:33,23
1673,7231,Picked Up,14:33:14,30
1674,8180,Failed,11:32:20,45
1675,5447,Cancelled,10:30:20,38
1676,7269,Delivered,14:36:49,21
1677,1770,Delivered,19:22:38,25
1678,5527,Returned,21:09:08,9
1679,9872,Cancelled,12:47:14,33
1680,2783,Returned,21:58:02,15
1681,4295,Returned,23:27:36,50
1682,7463,Delivered,10:54:12,7
1683,4604,Failed,15:59:58,15
1684,1661,Returned,19:57:12,50
1685,6587,Picked Up,16:09:25,36
1686,488,Picked Up,22:56:33,26
1687,7958,Picked Up,23:28:46,48
1688,1039,Picked Up,21:04:47,40
1689,6838,Returned,22:41:16,17
1690,9053,Picked Up,10:02:43,22
1691,2589,Cancelled,14:13:10,16
1692,4377,Failed,14:24:53,10
1693,3385,Returned,23:20:53,27
1694,6795,In Transit,18:54:39,18
1695,4255,Failed,19:14:29,10
1696,5466,In Transit,16:28:41,27
1697,4404,Returned,16:04:51,2
1698,90,In Transit,23:57:44,11
1699,7875,Returned,12:35:57,1
1700,8981,Returned,23:05:45,19
1701,5688,In Transit,19:04:53,40
1702,6296,Delivered,13:44:25,46
1703,9925,In Transit,18:26:52,40
1704,5532,In Transit,10:40:24,32
1705,8602,Delivered,14:52:59,7
1706,4666,Picked Up,23:23:18,44
1707,2210,Failed,15:15:02,41
1708,7252,Returned,23:58:07,31
1709,9085,Failed,12:12:06,29
1710,8955,Returned,12:01:02,13
1711,8541,Picked Up,15:12:13,6
1712,8299,Cancelled,10:45:45,40
1713,6349,Picked Up,22:47:25,41
1714,499,Returned,23:34:47,15
1715,4624,In Transit,11:33:52,48
1716,6933,Delivered,19:25:33,31
1717,5779,Failed,16:33:58,10
1718,303,Returned,11:54:23,20
1719,2237,Cancelled,17:23:17,14
1720,6169,Failed,23:19:49,14
1721,6675,Cancelled,17:15:31,37
1722,5339,Cancelled,16:00:37,3
1723,1201,Picked Up,10:20:21,18
1724,3831,Delivered,12:29:40,32
1725,8300,Cancelled,21:59:05,24
1726,6548,Failed,11:30:58,3
1727,3052,Delivered,13:04:05,47
1728,1085,Failed,23:10:54,7
1729,6643,Returned,13:55:06,49
1730,3033,In Transit,12:28:20,6
1731,1617,Cancelled,21:05:15,8
1732,3435,In Transit,14:49:00,41
1733,3707,Cancelled,16:59:50,18
1734,2371,Picked Up,19:44:41,13
1735,9792,Returned,17:25:12,3
1736,9234,Delivered,19:30:24,22
1737,6365,Failed,20:42:14,23
1738,8781,Picked Up,14:13:38,3
1739,2476,Returned,12:17:17,45
1740,1365,Failed,16:13:01,49
1741,2549,Delivered,22:46:27,7
1742,6185,Picked Up,15:09:56,17
1743,5959,Failed,19:29:24,6
1744,7163,Failed,18:02:28,38
1745,948,Picked Up,10:46:21,21
1746,4420,Cancelled,23:05:10,45
1747,3833,Failed,18:14:07,22
1748,930,Delivered,14:43:42,17
1749,7159,Delivered,21:19:39,49
1750,3261,Returned,18:06:47,43
1751,5441,Delivered,23:06:32,19
1752,5621,Returned,10:20:29,47
1753,8757,Returned,12:45:05,4
1754,2212,In Transit,22:36:46,12
1755,3106,In Transit,22:58:51,48
1756,2875,Cancelled,18:26:04,6
1757,7020,Failed,10:00:24,49
1758,3885,Picked Up,14:44:04,49
1759,8037,Cancelled,17:19:19,19
1760,9782,Picked Up,21:40:14,41
1761,1793,In Transit,23:37:11,26
1762,6840,Delivered,14:55:52,10
1763,8641,Picked Up,14:54:11,41
1764,3194,Returned,15:37:45,34
1765,8561,Failed,19:03:42,11
1766,4137,Delivered,23:40:43,25
1767,4456,Returned,16:44:48,36
1768,4500,Picked Up,22:55:36,13
1769,6841,Returned,22:08:58,39
1770,8146,Returned,13:55:56,24
1771,1362,In Transit,11:42:26,16
1772,5145,Failed,19:20:39,26
1773,9540,Failed,17:25:53,5
1774,9554,Returned,20:40:03,50
1775,4610,Cancelled,18:43:34,35
1776,2525,Failed,11:43:48,29
1777,9633,Delivered,14:36:40,5
1778,7272,Picked Up,14:36:20,43
1779,5013,In Transit,15:55:38,48
1780,7378,Delivered,22:44:56,27
1781,1322,Failed,23:05:45,14
1782,3934,Picked Up,14:07:58,25
1783,9054,Failed,13:44:34,33
1784,5482,In Transit,10:34:34,6
1785,3245,Cancelled,17:45:09,25
1786,3223,Delivered,22:34:09,38
1787,9594,Failed,13:19:32,18
1788,1577,In Transit,16:53:50,19
1789,8864,Failed,12:53:48,36
1790,9344,Cancelled,10:07:27,9
1791,3980,Returned,10:12:56,49
1792,1974,Delivered,20:02:40,29
1793,428,Failed,11:19:25,9
1794,9695,Cancelled,13:22:46,5
1795,6263,Cancelled,21:42:29,12
1796,6484,Failed,23:08:04,42
1797,9295,Returned,14:53:46,38
1798,4825,In Transit,12:29:32,22
1799,5213,Delivered,10:07:14,18
1800,107,Cancelled,19:37:32,26
1801,72,Returned,11:05:56,18
1802,1734,Picked Up,21:20:14,35
1803,7696,Delivered,16:09:11,39
1804,3267,Picked Up,23:53:25,40
1805,8638,Cancelled,16:54:11,44
1806,427,In Transit,10:24:23,17
1807,3543,Cancelled,10:45:26,25
1808,5518,Cancelled,10:59:29,38
1809,3152,Picked Up,12:33:42,8
1810,3458,Cancelled,17:44:06,34
1811,5602,Cancelled,11:07:57,13
1812,7427,Cancelled,13:54:52,32
1813,6631,Cancelled,21:02:36,16
1814,1552,Returned,12:29:54,45
1815,2954,Returned,11:38:53,49
1816,5101,Failed,10:35:39,20
1817,5627,Returned,16:54:33,40
1818,2064,Delivered,17:17:42,50
1819,8488,Cancelled,14:27:00,6
1820,9137,Returned,15:52:40,12
1821,3793,Delivered,16:49:43,34
1822,3710,Picked Up,17:36:44,44
1823,5962,Picked Up,22:40:50,11
1824,1024,Failed,18:17:03,25
1825,8143,Returned,14:10:22,11
1826,4343,Returned,17:17:58,43
1827,5961,Cancelled,14:06:33,15
1828,7178,In Transit,10:42:54,1
1829,3621,In Transit,21:37:03,40
1830,4875,Picked Up,17:59:55,2
1831,3181,Picked Up,23:18:34,27
1832,7178,In Transit,10:14:23,39
1833,1205,In Transit,12:43:51,28
1834,4651,Returned,14:44:47,38
1835,9521,Delivered,10:02:11,49
1836,5580,Cancelled,10:41:35,30
1837,426,In Transit,10:38:41,34
1838,8614,Failed,16:33:57,17
1839,2627,Returned,19:00:14,49
1840,4994,Cancelled,22:38:18,47
1841,6528,Returned,15:59:48,49
1842,6481,Delivered,11:50:21,36
1843,9516,Returned,23:47:29,18
1844,2978,Picked Up,18:40:29,47
1845,7398,Picked Up,10:11:01,31
1846,8144,Delivered,21:46:55,29
1847,6714,Cancelled,11:36:37,39
1848,79,Picked Up,21:25:11,43
1849,9545,Returned,18:13:47,40
1850,1775,In Transit,22:49:21,48
1851,8892,In Transit,12:44:22,5
1852,1702,Delivered,15:53:47,5
1853,8501,Cancelled,12:35:04,38
1854,428,In Transit,13:28:16,30
1855,9251,Cancelled,12:48:26,12
1856,523,Returned,13:57:21,19
1857,5826,Delivered,19:43:15,27
1858,2364,Returned,16:37:55,41
1859,115,Returned,16:17:52,31
1860,6015,Picked Up,11:43:33,2
1861,7311,In Transit,19:48:56,3
1862,7071,Failed,18:51:38,40
1863,1376,Picked Up,22:19:53,22
1864,9266,Delivered,16:46:56,43
1865,7206,Failed,18:56:15,14
1866,3059,Delivered,12:34:02,50
1867,843,Failed,18:16:41,6
1868,4482,In Transit,17:31:57,39
1869,5030,Failed,16:43:53,15
1870,1016,Failed,17:25:56,25
1871,8479,Delivered,22:16:39,20
1872,8945,Failed,20:36:59,28
1873,2170,Picked Up,17:09:03,12
1874,912,Delivered,22:28:40,13
1875,2472,Picked Up,12:19:47,35
1876,6394,Delivered,18:46:17,35
1877,6491,Returned,13:16:41,9
1878,5333,Cancelled,16:10:59,16
1879,7860,Cancelled,20:28:53,29
1880,2344,Picked Up,20:28:16,27
1881,1905,Cancelled,10:12:33,27
1882,2614,Delivered,17:17:56,33
1883,3393,Cancelled,17:34:02,9
1884,9202,Delivered,23:23:20,47
1885,5891,In Transit,16:59:28,39
1886,9088,Returned,21:56:17,2
1887,8064,In Transit,10:49:54,46
1888,6935,Failed,14:51:38,47
1889,4527,Cancelled,23:33:45,20
1890,1474,Returned,18:12:26,14
1891,6771,Failed,11:34:10,29
1892,992,Returned,19:54:21,47
1893,1182,Failed,18:09:25,27
1894,2610,Delivered,14:45:38,40
1895,5838,Cancelled,12:12:06,10
1896,9083,Delivered,17:49:12,36
1897,9287,Cancelled,20:09:06,13
1898,6460,In Transit,10:20:04,2
1899,4987,Picked Up,23:23:45,32
1900,7769,In Transit,16:54:57,11
1901,7671,Cancelled,10:45:44,16
1902,4774,Picked Up,11:57:28,1
1903,1350,Returned,14:36:23,3
1904,9157,Returned,16:38:16,34
1905,34,Delivered,13:18:37,48
1906,3122,In Transit,17:27:35,8
1907,790,In Transit,18:54:51,20
1908,69,Cancelled,18:50:16,5
1909,1800,Delivered,18:07:38,25
1910,7433,Picked Up,23:49:00,46
1911,3312,Picked Up,22:31:23,13
1912,9395,Picked Up,22:45:46,29
1913,3242,Failed,13:07:54,14
1914,6437,Returned,21:36:08,1
1915,2615,Delivered,20:56:42,15
1916,7688,Failed,17:45:11,36
1917,6511,Returned,13:44:08,38
1918,1798,Failed,10:21:20,32
1919,8027,In Transit,17:38:41,45
1920,628,In Transit,20:58:01,13
1921,5186,Picked Up,17:33:52,33
1922,227,In Transit,18:59:27,11
1923,9354,Cancelled,15:16:50,7
1924,7578,Failed,18:57:07,20
1925,3731,Failed,15:43:20,28
1926,1999,Cancelled,15:15:19,19
1927,29,Cancelled,13:28:13,23
1928,8671,Cancelled,20:28:24,37
1929,5504,In Transit,15:27:18,26
1930,9289,Cancelled,10:11:14,7
1931,8845,Returned,15:11:34,9
1932,8700,In Transit,19:10:34,22
1933,8389,Delivered,15:50:34,31
1934,1711,Failed,13:24:51,19
1935,8553,Cancelled,14:43:19,6
1936,1434,Picked Up,10:09:19,26
1937,1899,In Transit,13:22:53,49
1938,1820,Delivered,16:14:15,6
1939,7271,In Transit,10:13:46,28
1940,9560,Cancelled,17:54:46,40
1941,3003,In Transit,15:37:04,50
1942,4599,Returned,10:51:06,40
1943,734,Delivered,18:19:53,38
1944,3898,Cancelled,11:35:24,1
1945,2780,Picked Up,14:06:18,17
1946,25,Failed,23:59:17,9
1947,8765,Returned,17:52:02,45
1948,1199,Delivered,20:23:59,18
1949,2493,Delivered,19:35:31,1
1950,311,Failed,20:53:56,37
1951,9687,In Transit,20:40:28,24
1952,4096,In Transit,16:30:31,5
1953,9807,Returned,23:16:41,40
1954,1126,Failed,11:15:42,34
1955,5908,Cancelled,16:22:25,36
1956,839,Returned,18:24:47,47
1957,5451,Picked Up,16:31:33,46
1958,9253,Failed,11:30:00,18
1959,9925,Picked Up,12:31:37,47
1960,3123,Cancelled,12:41:11,25
1961,7874,Returned,23:11:35,33
1962,4230,Failed,11:29:39,33
1963,4622,Failed,21:41:09,25
1964,2692,Returned,14:40:47,21
1965,2728,Delivered,16:26:38,6
1966,4581,Picked Up,21:48:14,7
1967,8925,Failed,21:39:17,33
1968,7884,In Transit,15:51:15,7
1969,3727,Returned,16:38:59,31
1970,7533,Picked Up,22:01:59,30
1971,8468,Returned,21:25:13,35
1972,8249,Cancelled,16:22:00,18
1973,4217,Delivered,23:38:06,35
1974,8866,Delivered,20:45:32,2
1975,259,Delivered,19:24:11,23
1976,1970,Picked Up,19:13:42,8
1977,8039,Failed,13:54:17,12
1978,2250,Cancelled,22:15:20,10
1979,1296,Failed,10:17:40,39
1980,5625,Failed,21:24:09,18
1981,144,Failed,13:31:58,46
1982,8341,Picked Up,20:05:03,16
1983,2835,Picked Up,23:05:42,3
1984,6079,Failed,15:07:13,25
1985,8633,Failed,14:52:39,1
1986,3475,Picked Up,19:12:42,6
1987,7221,Returned,21:10:22,48
1988,3162,Returned,15:02:55,32
1989,5992,Delivered,13:15:54,44
1990,5636,In Transit,17:36:48,8
1991,1681,In Transit,11:11:13,35
1992,5605,Failed,22:59:11,45
1993,7742,Delivered,14:37:10,23
1994,9087,In Transit,17:24:57,38
1995,4752,Picked Up,16:08:16,39
1996,8369,Failed,12:52:10,22
1997,9917,Cancelled,11:07:52,39
1998,1750,Delivered,11:18:02,11
1999,6824,Delivered,15:06:48,15
2000,5439,Picked Up,17:32:01,48
2001,7860,Picked Up,12:20:37,30
2002,9363,Returned,22:21:10,33
2003,3655,Delivered,17:36:18,10
2004,8562,Cancelled,15:12:19,28
2005,8001,In Transit,18:36:32,40
2006,9431,Cancelled,10:49:42,12
2007,9258,Failed,11:43:23,37
2008,5545,Picked Up,22:27:44,14
2009,7266,Picked Up,17:27:52,48
2010,2778,Cancelled,10:26:20,35
2011,7800,In Transit,10:03:15,18
2012,1732,Delivered,23:14:12,7
2013,428,Picked Up,13:04:08,50
2014,6088,Delivered,15:14:09,30
2015,8888,Picked Up,11:11:38,2
2016,2208,Delivered,17:30:30,31
2017,9771,Picked Up,12:57:32,23
2018,1750,Picked Up,21:56:01,23
2019,826,Cancelled,21:03:00,34
2020,9600,Picked Up,13:14:00,10
2021,1715,In Transit,13:14:08,34
2022,2226,Picked Up,13:50:16,31
2023,8060,In Transit,23:32:42,42
2024,5556,Delivered,22:06:46,13
2025,2080,Delivered,17:58:30,13
2026,9762,Delivered,20:43:24,22
2027,8569,Cancelled,20:41:55,9
2028,4229,Delivered,15:47:59,1
2029,6227,Failed,16:57:55,36
2030,6827,Failed,13:18:53,12
2031,2258,Picked Up,12:33:47,18
2032,1578,Cancelled,12:26:06,40
2033,7700,Returned,19:24:09,10
2034,7641,Cancelled,14:25:01,35
2035,236,Returned,16:08:15,13
2036,4499,Delivered,19:29:04,41
2037,9587,Failed,10:16:20,12
2038,5046,In Transit,10:08:01,22
2039,6933,In Transit,23:45:05,38
2040,2760,Picked Up,10:26:52,28
2041,9200,Cancelled,20:18:03,26
2042,4510,In Transit,14:07:19,35
2043,3056,Returned,19:23:34,24
2044,1760,Returned,17:03:20,40
2045,5839,Picked Up,21:52:45,32
2046,1478,Delivered,22:30:41,16
2047,5890,Returned,10:21:28,5
2048,6979,Picked Up,23:43:43,1
2049,8090,Delivered,17:49:12,21
2050,8185,Cancelled,22:58:05,19
2051,2348,Picked Up,11:53:02,45
2052,7113,Cancelled,16:20:36,40
2053,5577,Picked Up,20:04:25,12
2054,4715,Returned,17:46:38,35
2055,2235,Picked Up,23:00:49,11
2056,2651,Failed,11:30:25,21
2057,46,Cancelled,21:56:17,36
2058,1105,Delivered,21:25:26,42
2059,9737,In Transit,15:40:23,17
2060,4820,Cancelled,15:47:53,7
2061,2572,In Transit,19:43:47,21
2062,9800,Failed,17:24:30,20
2063,1555,Delivered,13:03:33,23
2064,9716,Delivered,18:36:50,27
2065,5470,Returned,16:43:25,25
2066,4312,Cancelled,20:19:44,46
2067,550,Cancelled,15:23:43,42
2068,1811,Delivered,22:26:06,4
2069,7700,In Transit,15:16:57,6
2070,3512,Returned,14:53:21,11
2071,2046,Failed,14:30:27,48
2072,6150,Returned,14:03:27,28
2073,4375,Picked Up,16:10:56,39
2074,2365,Cancelled,13:01:24,3
2075,7590,Cancelled,22:38:37,20
2076,7964,Delivered,14:49:46,49
2077,5077,Cancelled,23:07:19,18
2078,7535,Cancelled,11:40:37,50
2079,2784,In Transit,10:24:18,33
2080,3276,In Transit,14:15:29,3
2081,7107,In Transit,20:08:39,27
2082,7507,Delivered,19:32:25,44
2083,6887,In Transit,22:41:12,40
2084,6249,Returned,14:52:13,20
2085,7659,Failed,18:00:56,44
2086,2932,Delivered,17:35:51,3
2087,5890,In Transit,13:15:24,27
2088,1725,Delivered,15:35:22,28
2089,7375,Delivered,17:00:50,4
2090,8282,Failed,14:33:53,6
2091,4717,Failed,19:10:10,25
2092,7320,Picked Up,19:57:38,34
2093,4031,Picked Up,15:35:46,32
2094,209,In Transit,23:04:09,44
2095,3859,In Transit,12:11:49,3
2096,4089,Returned,20:20:30,39
2097,5461,Picked Up,13:38:28,43
2098,962,Failed,23:11:32,24
2099,2382,Delivered,10:40:16,3
2100,6144,Picked Up,19:10:50,47
2101,1305,Picked Up,21:29:32,47
2102,154,Delivered,16:54:55,39
2103,7678,In Transit,22:59:04,50
2104,1049,Failed,18:32:09,6
2105,423,Delivered,13:56:28,4
2106,3141,In Transit,10:52:14,12
2107,7142,Failed,23:45:52,47
2108,4170,Picked Up,13:05:19,44
2109,472,Cancelled,19:27:23,12
2110,4959,Failed,21:04:24,18
2111,6836,Delivered,10:44:20,28
2112,1077,Picked Up,15:58:15,16
2113,9349,Failed,13:35:01,18
2114,3527,Delivered,17:37:59,4
2115,929,Picked Up,18:14:53,26
2116,8241,Delivered,23:43:50,33
2117,3175,In Transit,19:43:18,50
2118,5174,Returned,10:50:53,3
2119,2907,Failed,18:26:22,23
2120,4687,Delivered,22:03:07,12
2121,5768,Cancelled,14:40:47,25
2122,8578,Failed,21:17:22,19
2123,9544,Cancelled,13:15:12,34
2124,468,Cancelled,19:36:58,11
2125,1381,In Transit,22:59:11,27
2126,7756,In Transit,22:57:44,23
2127,431,In Transit,13:34:41,9
2128,1016,Returned,11:12:24,19
2129,2305,In Transit,13:47:17,38
2130,6276,Cancelled,11:28:16,15
2131,356,Failed,21:20:33,31
2132,9882,Returned,18:06:59,45
2133,7424,Cancelled,23:50:15,6
2134,8672,In Transit,23:29:57,32
2135,6256,In Transit,15:26:22,37
2136,2807,In Transit,21:35:13,10
2137,8869,Picked Up,14:21:05,35
2138,9037,Picked Up,18:29:00,24
2139,6740,Picked Up,13:28:28,37
2140,2042,Returned,18:10:42,21
2141,7372,Returned,19:17:58,8
2142,8435,Failed,20:17:20,6
2143,3213,Returned,12:14:02,10
2144,3659,Failed,14:52:05,24
2145,4966,In Transit,16:50:46,6
2146,794,Failed,17:26:29,12
2147,6688,Delivered,11:09:20,28
2148,1858,In Transit,22:35:37,19
2149,4799,Returned,20:11:54,40
2150,8736,Failed,17:27:13,14
2151,4108,Returned,16:21:48,3
2152,2588,Cancelled,19:23:48,48
2153,590,Delivered,21:27:38,21
2154,7497,Delivered,20:54:52,38
2155,3353,Delivered,20:01:50,14
2156,9524,In Transit,10:09:59,24
2157,6904,Cancelled,20:22:37,5
2158,5142,Picked Up,18:19:09,35
2159,9574,Delivered,11:18:13,30
2160,6615,Delivered,23:15:42,34
2161,7887,Picked Up,18:38:00,14
2162,5073,Cancelled,20:08:44,16
2163,2679,Returned,21:45:19,39
2164,8700,Picked Up,17:33:05,14
2165,9548,Picked Up,13:55:52,47
2166,8021,Delivered,14:26:27,1
2167,1362,Failed,10:43:53,19
2168,2762,Picked Up,15:10:57,29
2169,8542,Delivered,14:58:53,23
2170,7228,Returned,12:13:02,17
2171,2548,Cancelled,16:30:44,47
2172,4355,Delivered,11:19:47,18
2173,8847,Delivered,11:10:14,7
2174,7805,Picked Up,12:23:24,4
2175,1092,Delivered,23:19:15,27
2176,2656,Cancelled,13:23:19,2
2177,7917,In Transit,16:01:37,25
2178,4183,In Transit,18:22:09,38
2179,9035,Returned,18:46:27,40
2180,2078,Cancelled,22:03:56,2
2181,9215,In Transit,20:29:22,46
2182,9729,Cancelled,19:52:02,24
2183,6708,Returned,14:14:43,19
2184,8733,Delivered,19:15:15,38
2185,6096,In Transit,17:55:55,16
2186,9974,Delivered,14:16:04,49
2187,52,Delivered,11:07:29,24
2188,659,Delivered,15:36:59,15
2189,9697,Cancelled,21:00:10,23
2190,1708,In Transit,17:45:16,44
2191,7543,Returned,22:18:05,5
2192,2449,Picked Up,11:38:14,28
2193,5370,Cancelled,21:55:34,39
2194,9706,Cancelled,14:38:25,43
2195,8122,Cancelled,14:43:43,47
2196,5960,Picked Up,11:14:37,19
2197,4793,Cancelled,17:46:16,32
2198,6886,Cancelled,13:29:45,3
2199,5859,Delivered,15:20:29,17
2200,907,Returned,14:35:59,43
2201,943,Picked Up,23:50:59,42
2202,8774,Cancelled,11:37:06,31
2203,6627,Delivered,11:59:13,50
2204,5712,Cancelled,10:19:05,13
2205,4443,Returned,20:17:06,47
2206,6063,Cancelled,22:07:25,28
2207,5897,Picked Up,14:12:27,47
2208,4586,In Transit,22:07:02,17
2209,6078,In Transit,13:11:43,34
2210,4678,Picked Up,19:34:33,37
2211,1912,Returned,23:56:33,36
2212,189,Failed,12:56:56,37
2213,8618,Delivered,11:28:26,6
2214,6988,Picked Up,16:15:18,47
2215,9746,Returned,21:52:24,14
2216,1113,Picked Up,16:40:15,32
2217,1996,Cancelled,11:41:45,2
2218,2173,Delivered,12:44:46,28
2219,3842,In Transit,13:43:07,33
2220,4454,Delivered,13:48:48,13
2221,9233,Returned,20:11:07,7
2222,1609,In Transit,22:53:01,7
2223,6902,Cancelled,17:26:03,38
2224,7154,Picked Up,22:56:57,4
2225,2884,Failed,17:44:29,46
2226,6001,Failed,21:24:22,45
2227,2639,Delivered,20:23:27,39
2228,2548,Failed,11:54:31,23
2229,3200,Cancelled,13:07:33,27
2230,4621,Failed,12:06:26,28
2231,8920,Delivered,13:12:49,50
2232,3119,Cancelled,13:42:32,32
2233,8836,Returned,19:57:28,40
2234,7013,In Transit,15:00:37,20
2235,3490,Cancelled,10:26:36,1
2236,3862,Failed,23:56:33,14
2237,9303,Returned,21:09:40,43
2238,4243,Delivered,20:17:04,14
2239,2902,Picked Up,22:51:51,39
2240,3811,Returned,17:15:01,14
2241,5523,In Transit,20:51:59,43
2242,7748,Delivered,19:53:18,32
2243,1082,In Transit,19:56:25,14
2244,695,Returned,23:34:50,15
2245,2753,Failed,23:56:37,15
2246,6472,Picked Up,22:46:30,24
2247,4468,Cancelled,20:17:44,25
2248,7051,Failed,15:41:35,20
2249,4865,Failed,13:29:28,35
2250,473,Picked Up,21:23:33,46
2251,6680,Failed,15:42:21,14
2252,8461,Delivered,11:04:28,16
2253,2502,Delivered,12:42:26,27
2254,2126,Cancelled,12:17:19,46
2255,3835,Cancelled,23:46:35,25
2256,7368,Delivered,10:31:27,8
2257,741,Picked Up,19:46:09,37
2258,6989,In Transit,23:11:48,11
2259,764,Picked Up,19:48:26,42
2260,6436,Cancelled,22:42:38,48
2261,6628,In Transit,19:48:19,15
2262,8703,Delivered,21:27:47,40
2263,1421,In Transit,13:15:42,44
2264,5081,Returned,17:52:48,13
2265,7454,Picked Up,12:57:44,8
2266,1226,Picked Up,17:04:16,40
2267,3777,Failed,13:04:29,5
2268,7081,Picked Up,15:39:04,22
2269,736,Picked Up,10:22:57,17
2270,6992,Failed,14:38:22,4
2271,7383,In Transit,19:50:01,48
2272,4299,Cancelled,12:21:10,13
2273,6236,Returned,15:55:14,31
2274,4505,In Transit,10:34:11,27
2275,9053,Cancelled,18:54:59,50
2276,5993,Delivered,22:46:30,1
2277,5799,Failed,12:44:23,33
2278,9178,Delivered,12:14:30,46
2279,5440,In Transit,18:06:40,48
2280,9675,In Transit,17:41:41,13
2281,2322,In Transit,10:10:49,25
2282,152,In Transit,22:47:13,48
2283,909,In Transit,22:13:49,48
2284,7,Cancelled,10:24:40,50
2285,3772,Delivered,19:13:27,27
2286,2967,Failed,23:15:10,36
2287,9077,Failed,13:13:52,33
2288,5540,Delivered,23:16:48,15
2289,9578,Picked Up,16:09:50,22
2290,7819,Cancelled,17:21:42,10
2291,3226,Delivered,23:40:04,8
2292,6640,Failed,14:52:13,48
2293,4292,Picked Up,19:09:48,44
2294,1792,Returned,21:38:36,15
2295,3647,Cancelled,23:56:33,16
2296,9956,Cancelled,17:20:57,31
2297,4639,Picked Up,18:42:58,32
2298,5761,Picked Up,14:14:43,5
2299,1551,Failed,13:35:37,40
2300,1255,Failed,14:46:15,28
2301,3567,Picked Up,12:29:21,18
2302,927,Picked Up,21:46:54,6
2303,9883,Cancelled,17:16:01,41
2304,7269,Delivered,21:33:20,5
2305,1648,Failed,12:41:13,18
2306,6561,Cancelled,18:15:53,12
2307,9239,In Transit,10:39:38,14
2308,1935,Picked Up,18:06:00,44
2309,5053,Failed,13:14:10,28
2310,3650,Failed,17:55:37,48
2311,5888,Picked Up,13:26:11,48
2312,2931,Delivered,15:00:09,25
2313,9557,In Transit,10:22:04,37
2314,6164,In Transit,18:38:01,7
2315,4016,Returned,21:51:42,44
2316,6603,Failed,17:23:41,4
2317,6993,In Transit,12:19:24,7
2318,6994,In Transit,10:55:32,43
2319,93,Delivered,16:54:24,9
2320,7200,Returned,19:10:40,35
2321,5935,Failed,16:07:55,6
2322,1093,In Transit,15:40:46,37
2323,6442,Failed,12:28:05,20
2324,8158,Picked Up,14:53:31,16
2325,6530,Cancelled,20:10:36,17
2326,1477,Picked Up,16:08:19,12
2327,6434,In Transit,10:54:29,25
2328,1274,Returned,15:27:45,28
2329,6452,Cancelled,12:35:48,14
2330,3664,Delivered,17:50:27,26
2331,3680,Delivered,10:29:47,12
2332,9815,Returned,12:24:22,13
2333,3340,In Transit,16:02:47,50
2334,351,Returned,16:07:08,32
2335,203,Delivered,17:27:17,20
2336,2568,Returned,20:28:24,4
2337,6409,In Transit,17:43:20,18
2338,7931,Picked Up,21:51:40,22
2339,743,In Transit,23:47:17,13
2340,2548,Picked Up,12:41:47,4
2341,2450,Picked Up,18:14:35,30
2342,8442,Picked Up,16:53:43,14
2343,8765,Picked Up,17:50:54,36
2344,8623,In Transit,15:07:22,17
2345,198,In Transit,14:37:33,46
2346,5254,Failed,21:16:57,35
2347,8781,Delivered,10:26:52,12
2348,3517,In Transit,19:32:34,39
2349,9337,Returned,12:51:07,24
2350,2203,In Transit,18:34:03,33
2351,4089,Delivered,14:21:29,35
2352,7922,Failed,13:19:34,13
2353,7604,Cancelled,14:21:53,47
2354,7687,In Transit,16:21:45,50
2355,2,Returned,16:43:21,46
2356,312,Returned,15:08:59,29
2357,6434,In Transit,14:04:29,20
2358,3126,In Transit,15:38:07,42
2359,3316,Returned,14:42:45,7
2360,935,Failed,19:52:00,4
2361,8500,In Transit,23:24:07,21
2362,3658,Picked Up,10:52:28,18
2363,319,In Transit,19:25:25,32
2364,5736,Delivered,16:55:30,30
2365,6646,Delivered,10:17:51,10
2366,1702,Delivered,21:38:05,41
2367,9206,In Transit,21:35:57,31
2368,6691,Delivered,12:33:16,34
2369,81,In Transit,14:23:46,26
2370,8255,In Transit,14:37:06,20
2371,5321,Delivered,21:52:57,27
2372,9474,Cancelled,12:08:37,20
2373,94,Cancelled,13:38:19,48
2374,813,Picked Up,21:03:43,23
2375,4122,Returned,12:54:16,44
2376,1079,Cancelled,14:36:54,48
2377,2759,Delivered,18:31:08,19
2378,8549,Returned,10:05:01,40
2379,6465,Picked Up,18:47:00,29
