order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
2097,11,119,Dosa,16/04/24,18:48:43,Delivered,219.62
2098,23,103,Pani Puri,18/05/24,18:39:28,Preparing,1906.36
2099,4,92,Mysore Pak,07/08/24,13:51:48,Pending,936.74
2100,23,17,Chilli Paneer,23/10/24,18:41:20,Out for Delivery,675.91
2101,33,48,Gajar Ka Halwa,24/03/24,16:07:25,Confirmed,1891.11
2102,27,5,Rogan Josh,02/07/24,13:23:34,Delivered,1588.0
2103,47,39,Rasgulla,27/08/24,17:33:56,Delivered,1637.69
2104,24,121,Kadhai Paneer,01/12/24,14:12:47,Preparing,604.92
2105,27,130,Palak Paneer,23/11/24,14:01:51,Cancelled,1582.07
2106,6,146,Rogan Josh,24/06/24,21:11:20,Confirmed,1320.37
2107,12,135,Gajar Ka Halwa,30/08/24,19:31:29,Delivered,153.67
2108,46,34,Vada Pav,07/10/24,11:14:47,Out for Delivery,1173.16
2109,43,123,Pani Puri,22/04/24,11:31:32,Confirmed,261.67
2110,27,82,Gajar Ka Halwa,20/05/24,11:01:58,Pending,1656.22
2111,21,127,Gajar Ka Halwa,02/10/24,18:57:09,Pending,519.05
2112,26,12,Kolkata Roll,16/05/24,12:42:19,Delivered,573.86
2113,7,38,Pesarattu,26/06/24,20:12:22,Out for Delivery,1971.86
2114,41,23,Pani Puri,19/07/24,22:19:41,Cancelled,522.73
2115,6,127,Jalebi,05/11/24,13:01:37,Out for Delivery,711.39
2116,10,63,Pesarattu,15/04/24,16:07:07,Delivered,945.96
2117,1,44,Misal Pav,20/10/24,18:17:04,Cancelled,1427.26
2118,32,139,Dal Makhani,01/04/24,13:34:09,Cancelled,1947.92
2119,6,49,Fish Curry,03/11/24,14:38:15,Cancelled,1108.43
2120,45,37,Mutton Curry,27/12/24,10:03:20,Pending,1707.69
2121,9,124,Tandoori Chicken,01/09/24,15:08:42,Delivered,333.6
2122,31,132,Kolkata Roll,23/11/24,19:20:28,Delivered,1454.66
2123,47,138,Dal Baati Churma,09/03/24,18:37:20,Confirmed,874.32
2124,30,68,Misal Pav,19/11/24,22:41:43,Pending,1865.42
2125,15,135,Malpua,31/07/24,10:09:46,Pending,265.49
2126,9,57,Kheer,25/02/24,10:00:26,Preparing,1040.65
2127,47,18,Litti Chokha,08/12/24,13:24:48,Preparing,279.43
2128,47,41,Gulab Jamun,19/09/24,14:21:26,Cancelled,583.64
2129,46,41,Gajar Ka Halwa,27/03/24,21:21:19,Preparing,1201.12
2130,9,107,Biryani,06/07/24,20:32:31,Cancelled,183.42
2131,32,114,Chilli Paneer,28/10/24,10:55:57,Cancelled,1383.61
2132,28,76,Aloo Paratha,12/11/24,13:04:16,Pending,611.6
2133,2,73,Litti Chokha,01/06/24,18:36:24,Confirmed,1174.98
2134,12,19,Pani Puri,09/07/24,14:17:06,Out for Delivery,1299.69
2135,27,135,Biryani,04/06/24,11:21:27,Preparing,1973.93
2136,28,64,Pav Bhaji,04/04/24,17:13:46,Delivered,1895.06
2137,33,43,Butter Chicken,08/11/24,11:20:31,Out for Delivery,883.22
2138,22,53,Pav Bhaji,14/04/24,21:11:34,Pending,1857.52
2139,38,140,Chicken Tikka Masala,10/02/25,12:38:08,Cancelled,1867.1
2140,47,66,Baingan Bharta,05/12/24,18:39:54,Delivered,1365.97
2141,7,56,Litti Chokha,31/07/24,22:45:32,Cancelled,323.88
2142,8,81,Veg Kolhapuri,11/10/24,13:27:03,Delivered,769.67
2143,13,143,Pani Puri,21/10/24,14:54:33,Cancelled,120.1
2144,42,143,Aloo Paratha,26/11/24,15:42:08,Confirmed,1070.24
2145,44,7,Aloo Paratha,12/07/24,15:01:29,Delivered,212.82
2146,39,59,Tandoori Chicken,17/08/24,21:45:31,Confirmed,1427.93
2147,33,117,Baingan Bharta,06/03/24,13:04:01,Delivered,948.39
2148,35,122,Rasgulla,10/09/24,16:46:00,Pending,1991.21
2149,37,43,Vada Pav,17/11/24,15:58:10,Out for Delivery,271.48
2150,27,23,Aloo Paratha,04/03/24,17:00:13,Confirmed,1638.52
2151,7,51,Veg Kolhapuri,10/01/25,12:42:19,Cancelled,373.78
2152,30,36,Mutton Curry,14/11/24,13:51:01,Preparing,1428.74
2153,3,64,Hyderabadi Biryani,02/10/24,11:58:45,Cancelled,1062.75
2154,48,63,Pani Puri,13/06/24,22:26:56,Delivered,1357.4
2155,2,19,Mutton Curry,19/01/25,15:51:06,Cancelled,1327.5
2156,31,107,Dosa,06/12/24,19:32:57,Pending,1275.14
2157,1,55,Vada Pav,24/05/24,18:44:52,Out for Delivery,1385.64
2158,50,146,Pani Puri,25/05/24,10:44:41,Delivered,1718.51
2159,39,1,Kolkata Roll,31/05/24,11:47:13,Pending,1872.72
2160,8,61,Mysore Pak,22/03/24,20:22:55,Cancelled,1978.59
2161,33,113,Kheer,08/04/24,19:33:10,Pending,966.73
2162,18,72,Butter Chicken,18/03/24,13:29:27,Preparing,1842.97
2163,25,31,Bombay Sandwich,05/04/24,18:54:38,Cancelled,1711.03
2164,9,65,Thepla,09/08/24,18:15:52,Pending,1118.73
2165,47,99,Jalebi,08/01/25,17:54:29,Preparing,1324.02
2166,16,60,Dosa,25/04/24,16:25:17,Confirmed,1410.03
2167,34,112,Dosa,18/05/24,11:59:05,Cancelled,1253.71
2168,50,150,Pani Puri,19/05/24,15:00:51,Delivered,670.8
2169,40,44,Mango Lassi,16/03/24,21:20:41,Pending,488.0
2170,22,57,Mysore Pak,16/05/24,18:33:17,Confirmed,1965.18
2171,46,90,Chilli Paneer,17/04/24,13:30:09,Pending,1735.44
2172,30,133,Dal Baati Churma,05/02/25,15:15:03,Confirmed,497.88
2173,45,150,Tandoori Roti,03/07/24,21:10:30,Pending,252.66
2174,50,97,Misal Pav,05/04/24,16:04:20,Out for Delivery,1161.38
2175,11,116,Samosa,06/09/24,14:35:40,Pending,502.01
2176,47,68,Dal Makhani,12/03/24,11:33:15,Preparing,1891.77
2177,29,95,Hyderabadi Biryani,29/06/24,17:54:43,Out for Delivery,553.31
2178,42,48,Baingan Bharta,16/02/24,10:52:04,Confirmed,734.73
2179,26,9,Tandoori Roti,16/05/24,20:16:38,Out for Delivery,626.57
2180,9,76,Kolkata Roll,16/09/24,11:12:10,Preparing,106.55
2181,40,42,Kadhai Paneer,03/07/24,22:16:20,Cancelled,713.5
2182,5,100,Gajar Ka Halwa,26/11/24,17:54:07,Cancelled,981.3
2183,24,95,Mango Lassi,16/09/24,19:38:44,Delivered,842.76
2184,47,113,Dosa,06/04/24,19:40:09,Preparing,1765.17
2185,17,27,Thepla,22/02/24,15:15:47,Cancelled,1198.49
2186,20,13,Egg Curry,12/08/24,15:41:16,Cancelled,430.64
2187,48,129,Malpua,13/03/24,11:33:07,Delivered,1929.59
2188,41,29,Mango Lassi,19/11/24,10:53:13,Preparing,247.73
2189,19,126,Chicken Tikka Masala,25/08/24,11:17:36,Delivered,756.52
2190,23,69,Samosa,24/07/24,19:52:37,Preparing,1297.61
2191,29,137,Pani Puri,18/04/24,21:33:27,Delivered,1823.27
2192,30,65,Jalebi,02/11/24,13:00:28,Preparing,231.17
2193,11,145,Hyderabadi Biryani,21/02/24,20:07:06,Delivered,1018.06
2194,36,112,Dhokla,17/12/24,10:34:14,Delivered,1951.58
2195,50,14,Rasgulla,21/06/24,16:17:58,Confirmed,1768.76
2196,26,3,Dosa,06/06/24,17:37:08,Out for Delivery,1018.94
2197,26,29,Fish Curry,04/11/24,11:21:06,Confirmed,124.2
2198,1,150,Jalebi,29/10/24,16:23:31,Delivered,1396.57
2199,50,46,Idli Sambar,18/04/24,14:54:54,Out for Delivery,713.36
2200,34,33,Litti Chokha,23/08/24,22:30:07,Out for Delivery,1617.4
2201,32,130,Rasgulla,09/12/24,19:52:47,Preparing,150.14
2202,4,29,Rajma Chawal,03/01/25,13:34:29,Pending,1963.94
2203,13,114,Pani Puri,21/10/24,22:25:02,Pending,256.17
2204,22,65,Dosa,27/02/24,10:23:38,Cancelled,994.93
2205,12,110,Litti Chokha,24/07/24,17:11:00,Cancelled,601.28
2206,1,19,Rogan Josh,06/10/24,18:58:54,Preparing,733.61
2207,38,88,Egg Curry,24/12/24,12:50:54,Delivered,1565.46
2208,50,4,Pav Bhaji,19/01/25,14:49:56,Cancelled,554.21
2209,49,89,Jalebi,15/06/24,15:57:00,Pending,1657.42
2210,6,14,Kadhai Paneer,12/09/24,13:31:00,Delivered,146.95
2211,40,36,Thepla,09/10/24,15:00:57,Out for Delivery,1075.21
2212,39,113,Litti Chokha,16/08/24,20:42:45,Confirmed,895.38
2213,37,17,Pav Bhaji,20/09/24,19:16:20,Out for Delivery,447.74
2214,50,114,Hyderabadi Biryani,24/11/24,15:19:01,Preparing,1542.1
2215,15,109,Gajar Ka Halwa,25/02/24,20:40:02,Pending,295.17
2216,32,32,Samosa,18/07/24,17:51:33,Out for Delivery,1909.19
2217,24,143,Gulab Jamun,13/04/24,16:09:52,Confirmed,615.74
2218,27,27,Pav Bhaji,06/04/24,14:52:22,Out for Delivery,1560.98
2219,35,47,Fish Curry,25/10/24,12:32:33,Delivered,1780.61
2220,37,44,Dhokla,27/07/24,11:34:44,Pending,1327.12
2221,40,121,Mysore Pak,10/05/24,15:54:28,Preparing,323.35
2222,25,67,Misal Pav,11/01/25,22:56:48,Preparing,1176.21
2223,6,23,Kolkata Roll,05/08/24,16:28:22,Cancelled,289.13
2224,18,54,Tandoori Chicken,05/03/24,12:43:18,Confirmed,1131.78
2225,43,123,Misal Pav,25/04/24,16:32:51,Cancelled,1056.12
2226,20,140,Malpua,07/03/24,21:09:49,Preparing,700.89
2227,38,127,Pesarattu,23/09/24,17:00:02,Confirmed,1317.42
2228,50,135,Litti Chokha,08/12/24,16:26:56,Preparing,1327.58
2229,38,81,Pesarattu,09/12/24,10:25:08,Confirmed,1610.66
2230,46,45,Dosa,06/08/24,10:24:25,Pending,1449.88
2231,30,134,Samosa,22/04/24,11:39:31,Delivered,915.31
2232,1,134,Paneer Tikka,16/01/25,11:38:14,Preparing,1412.7
2233,7,79,Mysore Pak,16/08/24,10:49:54,Preparing,1014.84
2234,35,55,Rogan Josh,02/04/24,19:34:58,Out for Delivery,848.91
2235,33,5,Fish Curry,19/06/24,12:22:46,Delivered,884.71
2236,37,50,Tandoori Chicken,20/12/24,13:49:30,Out for Delivery,1829.41
2237,23,22,Hyderabadi Biryani,10/02/25,11:03:51,Pending,1967.01
2238,14,89,Vada Pav,06/12/24,13:41:33,Preparing,1357.44
2239,17,33,Fish Curry,07/08/24,22:14:42,Delivered,859.68
2240,48,14,Misal Pav,13/03/24,11:55:22,Delivered,361.29
2241,6,3,Kolkata Roll,23/05/24,20:52:21,Preparing,460.77
2242,5,139,Tandoori Roti,29/04/24,10:52:32,Out for Delivery,546.99
2243,18,38,Paneer Tikka,20/09/24,22:16:13,Delivered,1618.02
2244,29,46,Paneer Tikka,16/02/24,14:56:03,Out for Delivery,1792.2
2245,12,39,Aloo Paratha,30/01/25,16:06:58,Delivered,513.85
2246,19,123,Biryani,19/04/24,18:58:14,Pending,158.2
2247,29,25,Chole Bhature,17/08/24,19:26:12,Preparing,1133.69
2248,43,8,Palak Paneer,18/05/24,16:38:18,Confirmed,1002.02
2249,30,106,Rajma Chawal,21/11/24,12:42:09,Confirmed,394.45
2250,7,15,Rogan Josh,19/05/24,10:36:08,Cancelled,166.36
2251,43,90,Dal Baati Churma,30/05/24,11:14:58,Delivered,393.45
2252,13,66,Kheer,03/10/24,19:00:08,Preparing,1731.46
2253,48,93,Mutton Curry,18/10/24,15:58:43,Confirmed,579.84
2254,11,72,Aloo Paratha,30/12/24,13:01:29,Delivered,1445.31
2255,35,103,Dal Makhani,06/10/24,10:26:17,Confirmed,1074.33
2256,45,119,Paneer Tikka,09/11/24,15:45:42,Preparing,278.05
2257,20,52,Chole Bhature,23/02/24,17:47:19,Out for Delivery,1981.28
2258,27,12,Biryani,08/08/24,19:55:51,Preparing,1467.13
2259,4,129,Gulab Jamun,05/10/24,18:36:18,Cancelled,1792.93
2260,30,12,Rasgulla,29/08/24,22:35:52,Delivered,187.76
2261,1,54,Thepla,02/04/24,19:33:28,Delivered,1887.39
2262,4,13,Chilli Paneer,23/11/24,16:27:23,Pending,1393.33
2263,7,31,Butter Chicken,16/01/25,10:29:11,Confirmed,487.4
2264,19,70,Thepla,09/08/24,21:33:38,Delivered,384.14
2265,43,103,Chicken Tikka Masala,06/06/24,16:41:59,Confirmed,1482.37
2266,18,44,Pav Bhaji,07/03/24,15:48:34,Pending,331.49
2267,23,58,Gulab Jamun,21/08/24,21:05:46,Preparing,1558.95
2268,10,70,Chilli Paneer,28/09/24,12:41:29,Out for Delivery,727.55
2269,8,46,Veg Kolhapuri,30/05/24,12:28:10,Out for Delivery,865.27
2270,43,29,Chilli Paneer,28/03/24,18:27:39,Cancelled,880.17
2271,29,63,Baingan Bharta,07/03/24,20:54:57,Cancelled,556.48
2272,20,24,Kolkata Roll,29/04/24,21:07:53,Preparing,1538.64
2273,5,128,Thepla,05/12/24,13:04:51,Out for Delivery,1761.3
2274,35,6,Veg Kolhapuri,21/04/24,12:17:49,Confirmed,616.95
2275,19,98,Fish Curry,10/12/24,21:14:51,Cancelled,806.12
2276,18,37,Kheer,07/05/24,17:16:45,Delivered,1902.71
2277,10,88,Aloo Paratha,24/01/25,15:34:28,Pending,259.57
2278,32,136,Butter Chicken,31/12/24,14:32:34,Preparing,311.3
2279,21,90,Idli Sambar,04/12/24,20:18:27,Confirmed,935.39
2280,44,94,Aloo Paratha,07/09/24,14:59:48,Preparing,1026.64
2281,49,104,Samosa,12/09/24,15:32:49,Out for Delivery,458.4
2282,16,111,Butter Chicken,12/07/24,20:05:58,Cancelled,1698.13
2283,47,79,Mango Lassi,12/05/24,10:23:42,Delivered,1263.87
2284,6,15,Biryani,30/06/24,16:50:33,Preparing,268.32
2285,34,65,Chilli Paneer,15/09/24,15:37:18,Delivered,1532.05
2286,42,130,Malpua,23/10/24,14:01:00,Preparing,1916.2
2287,14,29,Mysore Pak,12/06/24,12:58:35,Confirmed,433.57
2288,3,37,Litti Chokha,23/04/24,22:01:30,Preparing,1491.38
2289,37,114,Tandoori Roti,05/07/24,13:46:16,Out for Delivery,302.05
2290,28,104,Vada Pav,07/02/25,16:28:07,Cancelled,625.06
2291,48,4,Dhokla,24/12/24,16:49:20,Delivered,1305.57
2292,49,70,Bombay Sandwich,27/12/24,13:14:36,Out for Delivery,547.81
2293,28,20,Idli Sambar,07/06/24,18:40:14,Preparing,1586.64
2294,46,90,Idli Sambar,09/07/24,15:38:51,Pending,1507.18
2295,30,20,Mutton Curry,28/02/24,14:20:16,Out for Delivery,1616.08
2296,12,120,Gulab Jamun,25/03/24,13:25:30,Out for Delivery,379.17
2297,36,140,Veg Kolhapuri,15/03/24,11:15:12,Out for Delivery,1771.92
2298,17,95,Thepla,07/05/24,11:19:44,Confirmed,1494.13
2299,34,5,Mango Lassi,30/07/24,11:34:20,Pending,1683.76
2300,10,131,Tandoori Chicken,11/08/24,11:17:35,Preparing,672.05
2301,2,133,Mutton Curry,28/09/24,14:49:30,Out for Delivery,476.71
2302,23,42,Dal Makhani,06/11/24,21:37:16,Delivered,827.14
2303,37,104,Vada Pav,18/03/24,13:51:08,Pending,1457.16
2304,48,44,Mango Lassi,14/08/24,13:51:47,Pending,448.87
2305,50,130,Mango Lassi,25/04/24,22:27:39,Pending,1033.84
2306,15,58,Kheer,04/12/24,22:10:02,Out for Delivery,1818.49
2307,19,148,Hyderabadi Biryani,19/03/24,14:21:54,Cancelled,371.19
2308,45,86,Pav Bhaji,06/04/24,11:28:04,Out for Delivery,972.15
2309,16,75,Dhokla,28/07/24,15:29:48,Confirmed,1022.31
2310,47,117,Rogan Josh,07/07/24,11:22:10,Out for Delivery,321.34
2311,49,120,Mutton Curry,05/01/25,20:38:56,Pending,1885.43
2312,15,124,Rogan Josh,11/08/24,11:59:35,Pending,649.15
2313,8,51,Gulab Jamun,15/02/24,16:08:55,Delivered,692.14
2314,37,92,Chilli Paneer,23/10/24,11:32:47,Confirmed,304.31
2315,2,51,Aloo Paratha,12/06/24,21:42:46,Preparing,930.82
2316,47,38,Misal Pav,03/06/24,19:34:24,Confirmed,766.37
2317,41,70,Chicken Tikka Masala,14/04/24,18:40:07,Cancelled,1132.09
2318,14,57,Samosa,15/07/24,13:37:42,Preparing,302.9
2319,22,30,Dal Baati Churma,25/04/24,15:34:51,Confirmed,1954.21
2320,28,103,Biryani,27/06/24,12:05:40,Cancelled,1502.05
2321,22,8,Jalebi,14/05/24,11:20:22,Pending,1770.34
2322,37,23,Tandoori Chicken,14/11/24,21:16:08,Out for Delivery,834.37
2323,37,57,Chilli Paneer,24/12/24,20:47:36,Pending,1362.68
2324,39,90,Misal Pav,19/01/25,15:02:08,Out for Delivery,1326.21
2325,11,59,Chicken Tikka Masala,09/09/24,17:27:02,Confirmed,1776.12
2326,4,31,Baingan Bharta,24/06/24,18:26:55,Confirmed,1298.0
2327,10,71,Rasgulla,11/12/24,12:33:20,Out for Delivery,550.21
2328,5,79,Hyderabadi Biryani,31/07/24,12:30:08,Out for Delivery,918.67
2329,46,128,Dosa,18/07/24,20:18:23,Out for Delivery,1901.33
2330,35,54,Mysore Pak,22/06/24,16:16:59,Delivered,422.11
2331,45,61,Thepla,26/09/24,10:56:41,Out for Delivery,1315.6
2332,31,1,Rajma Chawal,02/02/25,21:39:33,Out for Delivery,828.53
2333,34,9,Baingan Bharta,05/12/24,11:53:32,Delivered,1773.84
2334,11,132,Misal Pav,22/02/24,10:16:44,Confirmed,1097.02
2335,21,123,Kolkata Roll,29/08/24,10:56:17,Delivered,1277.83
2336,31,108,Misal Pav,29/06/24,17:37:26,Preparing,763.41
2337,1,68,Dosa,27/07/24,21:47:52,Confirmed,1954.01
2338,2,141,Pav Bhaji,06/06/24,15:09:02,Confirmed,1473.91
2339,45,76,Mysore Pak,13/06/24,10:38:36,Pending,1504.33
2340,10,117,Biryani,15/11/24,11:40:53,Pending,1718.95
2341,36,92,Kheer,08/05/24,19:41:20,Confirmed,1869.1
2342,5,68,Baingan Bharta,17/09/24,16:41:29,Out for Delivery,548.6
2343,42,29,Idli Sambar,14/09/24,12:35:42,Cancelled,196.42
2344,47,139,Thepla,23/10/24,18:10:20,Out for Delivery,1149.95
2345,11,46,Pani Puri,08/09/24,11:30:03,Out for Delivery,1162.93
2346,6,26,Rasgulla,07/12/24,17:44:18,Delivered,117.43
2347,14,74,Dhokla,18/06/24,22:09:13,Cancelled,492.3
2348,18,133,Rogan Josh,07/09/24,10:22:26,Delivered,301.35
2349,31,21,Rajma Chawal,19/01/25,13:42:25,Out for Delivery,1791.33
2350,17,20,Baingan Bharta,24/02/24,17:32:55,Pending,391.6
2351,6,37,Mysore Pak,26/01/25,19:57:36,Pending,314.69
2352,33,100,Dosa,02/08/24,13:42:35,Cancelled,773.67
2353,33,39,Mysore Pak,04/11/24,14:57:32,Confirmed,337.33
2354,44,149,Dal Makhani,04/12/24,12:42:38,Delivered,754.85
2355,49,145,Dhokla,13/11/24,18:49:59,Out for Delivery,1989.83
2356,40,24,Dosa,11/07/24,20:02:56,Delivered,816.22
2357,36,38,Tandoori Chicken,19/08/24,16:18:36,Pending,771.31
2358,23,76,Dhokla,07/03/24,15:11:15,Cancelled,1133.84
2359,13,37,Fish Curry,07/03/24,21:39:43,Out for Delivery,1477.23
2360,35,59,Kadhai Paneer,30/10/24,15:34:26,Pending,1089.14
2361,36,148,Dal Baati Churma,14/05/24,10:50:31,Preparing,1509.85
2362,3,41,Pesarattu,03/09/24,11:26:22,Cancelled,1250.51
2363,18,17,Kheer,02/06/24,14:57:02,Confirmed,832.38
2364,49,78,Tandoori Chicken,30/01/25,13:44:13,Confirmed,546.34
2365,29,9,Chicken Tikka Masala,08/11/24,21:38:34,Delivered,1413.31
2366,1,54,Litti Chokha,06/05/24,20:55:21,Confirmed,455.24
2367,22,115,Gajar Ka Halwa,14/11/24,15:19:34,Pending,505.05
2368,41,78,Tandoori Roti,28/09/24,15:15:09,Preparing,1327.65
2369,29,58,Dal Makhani,25/04/24,18:04:28,Preparing,608.61
2370,11,52,Vada Pav,18/03/24,19:48:44,Confirmed,494.4
2371,3,6,Tandoori Chicken,31/08/24,14:51:47,Preparing,697.84
2372,38,123,Pani Puri,30/11/24,18:34:52,Confirmed,539.27
2373,16,42,Biryani,19/11/24,12:34:18,Confirmed,504.98
2374,20,102,Malpua,19/01/25,18:53:45,Delivered,1605.03
2375,46,85,Jalebi,07/03/24,11:22:56,Pending,1480.76
2376,40,35,Dhokla,29/12/24,11:22:58,Cancelled,537.25
2377,23,150,Dhokla,22/07/24,20:53:55,Out for Delivery,1665.07
2378,42,113,Dal Baati Churma,04/05/24,16:37:17,Preparing,1129.8
2379,26,119,Chicken Tikka Masala,17/08/24,14:44:36,Out for Delivery,1164.93
2380,37,113,Kheer,07/04/24,16:20:39,Confirmed,1169.95
2381,36,59,Gajar Ka Halwa,24/02/24,16:59:39,Cancelled,1771.36
2382,44,120,Chicken Tikka Masala,01/07/24,20:00:14,Confirmed,411.8
2383,7,144,Mutton Curry,24/11/24,12:50:34,Confirmed,829.71
2384,26,38,Chicken Tikka Masala,17/11/24,14:51:39,Confirmed,735.84
2385,14,1,Dhokla,07/08/24,15:21:01,Cancelled,1059.16
2386,45,65,Bombay Sandwich,03/12/24,12:55:10,Out for Delivery,585.34
2387,15,4,Kolkata Roll,14/08/24,14:37:56,Preparing,1477.84
2388,28,142,Mango Lassi,16/02/24,19:43:59,Out for Delivery,319.82
2389,8,64,Chole Bhature,20/07/24,13:22:28,Preparing,314.71
2390,43,127,Bombay Sandwich,07/11/24,14:57:51,Out for Delivery,723.69
2391,42,99,Gajar Ka Halwa,06/05/24,13:00:10,Delivered,1396.04
2392,38,8,Fish Curry,19/04/24,16:58:10,Delivered,486.43
2393,18,95,Hyderabadi Biryani,28/09/24,11:04:34,Delivered,573.19
2394,5,32,Tandoori Roti,07/02/25,15:37:40,Pending,253.15
2395,37,48,Rasgulla,03/04/24,20:52:41,Out for Delivery,1548.64
2396,40,52,Biryani,13/05/24,22:38:20,Confirmed,1598.18
2397,26,62,Palak Paneer,26/06/24,15:42:51,Confirmed,329.16
2398,29,79,Paneer Tikka,20/12/24,12:11:56,Out for Delivery,1819.3
2399,48,74,Pav Bhaji,25/04/24,12:42:48,Confirmed,1557.33
2400,34,29,Mysore Pak,18/07/24,21:19:39,Preparing,293.05
2401,2,54,Gulab Jamun,17/03/24,15:55:38,Confirmed,1107.06
2402,33,121,Butter Chicken,05/10/24,13:23:42,Pending,224.89
2403,1,3,Dal Makhani,10/09/24,20:55:19,Cancelled,658.15
2404,47,8,Pani Puri,14/08/24,18:33:41,Preparing,1229.46
2405,37,97,Samosa,07/08/24,13:35:06,Out for Delivery,840.53
2406,17,114,Butter Chicken,12/03/24,21:31:47,Preparing,281.44
2407,13,36,Bombay Sandwich,23/03/24,10:03:07,Out for Delivery,1005.17
2408,36,136,Pesarattu,08/02/25,13:36:19,Delivered,441.29
2409,33,144,Dal Baati Churma,08/02/25,20:45:06,Out for Delivery,1118.87
2410,35,114,Pani Puri,14/12/24,11:27:27,Out for Delivery,1374.74
2411,33,145,Dal Baati Churma,15/08/24,17:01:45,Out for Delivery,1866.21
2412,29,11,Samosa,03/02/25,10:23:29,Cancelled,710.03
2413,46,137,Aloo Paratha,09/11/24,22:22:16,Confirmed,1955.75
2414,32,90,Mysore Pak,17/03/24,15:36:18,Confirmed,529.22
2415,4,106,Chilli Paneer,23/06/24,11:29:50,Cancelled,1542.48
2416,10,93,Samosa,14/11/24,20:43:10,Pending,1112.17
2417,39,9,Samosa,09/05/24,20:39:02,Pending,1738.52
2418,48,36,Bombay Sandwich,22/11/24,10:16:59,Cancelled,507.39
2419,31,114,Veg Kolhapuri,18/01/25,10:33:22,Confirmed,1081.5
2420,46,56,Rajma Chawal,04/03/24,20:56:59,Preparing,1425.9
2421,24,54,Palak Paneer,11/09/24,16:03:02,Preparing,1818.39
2422,45,128,Dal Makhani,24/05/24,10:23:00,Delivered,204.58
2423,21,32,Mysore Pak,10/11/24,11:27:36,Cancelled,1928.85
2424,1,20,Tandoori Roti,23/06/24,22:44:22,Out for Delivery,843.56
2425,14,4,Rogan Josh,01/05/24,14:23:14,Confirmed,1055.97
2426,30,33,Hyderabadi Biryani,05/02/25,22:11:57,Preparing,1147.85
2427,15,2,Tandoori Roti,27/09/24,16:48:36,Confirmed,1049.62
2428,21,50,Egg Curry,16/11/24,11:27:24,Delivered,1561.06
2429,41,96,Rajma Chawal,22/11/24,20:58:55,Preparing,1273.78
2430,23,62,Kadhai Paneer,28/07/24,20:38:48,Preparing,561.97
2431,9,128,Pesarattu,01/12/24,13:59:00,Cancelled,1147.99
2432,24,104,Mango Lassi,10/12/24,10:29:14,Confirmed,131.35
2433,11,88,Mango Lassi,06/11/24,15:40:28,Confirmed,407.86
2434,38,97,Dal Baati Churma,04/02/25,22:10:08,Cancelled,1207.38
2435,13,75,Gulab Jamun,30/07/24,10:41:46,Cancelled,1812.15
2436,29,77,Egg Curry,18/03/24,14:32:47,Preparing,1229.27
2437,38,98,Chole Bhature,21/03/24,13:36:26,Confirmed,1845.0
2438,50,64,Aloo Paratha,03/03/24,21:11:42,Cancelled,361.71
2439,38,21,Gulab Jamun,22/07/24,11:53:39,Delivered,791.86
2440,42,101,Kadhai Paneer,02/11/24,19:51:38,Pending,1049.62
2441,46,88,Bombay Sandwich,28/09/24,15:16:10,Pending,1025.36
2442,14,125,Malpua,17/01/25,17:20:37,Cancelled,733.89
2443,27,31,Paneer Tikka,22/06/24,14:50:47,Preparing,1254.41
2444,4,8,Rogan Josh,26/05/24,10:47:19,Confirmed,1282.54
2445,10,6,Samosa,05/06/24,13:25:02,Cancelled,1833.87
2446,49,31,Rasgulla,13/11/24,20:51:30,Pending,1431.61
2447,25,121,Aloo Paratha,26/11/24,14:41:44,Cancelled,277.33
2448,13,28,Gajar Ka Halwa,15/06/24,12:50:20,Pending,887.7
2449,27,36,Gajar Ka Halwa,18/11/24,19:27:59,Pending,1876.82
2450,24,150,Tandoori Chicken,08/09/24,12:21:15,Preparing,969.06
2451,7,134,Thepla,30/10/24,19:32:02,Pending,804.73
2452,7,65,Veg Kolhapuri,20/08/24,13:17:48,Preparing,1716.09
2453,1,110,Litti Chokha,13/06/24,16:52:56,Delivered,1611.95
2454,30,61,Idli Sambar,02/05/24,20:54:50,Cancelled,1782.38
2455,3,58,Rogan Josh,09/12/24,18:39:17,Pending,563.25
2456,31,4,Baingan Bharta,01/11/24,15:19:18,Preparing,1453.36
2457,11,92,Kheer,11/07/24,20:10:03,Confirmed,311.69
2458,44,28,Pesarattu,28/06/24,21:11:38,Cancelled,1538.68
2459,13,91,Kadhai Paneer,04/06/24,14:17:39,Out for Delivery,1287.59
2460,12,31,Bombay Sandwich,18/01/25,20:32:31,Confirmed,734.65
2461,38,102,Chole Bhature,20/03/24,19:08:54,Preparing,963.21
2462,9,29,Hyderabadi Biryani,16/08/24,20:56:38,Preparing,1387.91
2463,12,145,Mutton Curry,28/06/24,13:35:39,Pending,495.27
2464,2,126,Mysore Pak,20/06/24,11:21:26,Delivered,1886.53
2465,6,28,Misal Pav,09/03/24,22:33:27,Pending,861.44
2466,4,63,Kadhai Paneer,11/10/24,19:14:27,Cancelled,1766.76
2467,4,133,Thepla,17/11/24,21:27:04,Out for Delivery,1982.25
2468,5,9,Mango Lassi,23/10/24,16:41:43,Out for Delivery,733.24
2469,33,79,Hyderabadi Biryani,16/03/24,12:04:56,Out for Delivery,146.15
2470,40,40,Chicken Tikka Masala,20/05/24,10:47:22,Delivered,286.08
